diagnosis_code,ccsr_default,ccsr_1,ccsr_2,ccsr_3,ccsr_4,ccsr_5,ccsr_6,mapping_type,relationship
I688,CIR024,CIR024,,,,,,direct,
I690,CIR022,CIR022,,,,,,automatic,Children
I691,CIR022,CIR022,,,,,,automatic,Children
I692,CIR022,CIR022,,,,,,automatic,Children
I693,CIR025,CIR025,,,,,,automatic,Children
I694,CIR022,CIR022,CIR025,,,,,semi-automatic,Distant
I698,CIR025,CIR025,,,,,,automatic,Children
I700,CIR026,CIR026,,,,,,direct,
I701,CIR026,CIR026,,,,,,direct,
I702,CIR026,CIR026,,,,,,automatic,Children
I708,CIR026,CIR026,,,,,,direct,
I709,CIR026,CIR026,,,,,,automatic,Children
I710,CIR027,CIR027,,,,,,automatic,Children
I711,CIR029,CIR029,,,,,,direct,
I712,CIR029,CIR029,,,,,,direct,
I713,CIR029,CIR029,,,,,,direct,
I714,CIR029,CIR029,,,,,,direct,
I715,CIR029,CIR029,,,,,,direct,
I716,CIR029,CIR029,,,,,,direct,
I718,CIR029,CIR029,,,,,,direct,
I719,CIR029,CIR029,,,,,,direct,
I720,CIR029,CIR029,,,,,,direct,
I721,CIR029,CIR029,,,,,,direct,
I722,CIR029,CIR029,,,,,,direct,
I723,CIR029,CIR029,,,,,,direct,
I724,CIR029,CIR029,,,,,,direct,
I725,CIR029,CIR029,,,,,,direct,
I728,CIR029,CIR029,,,,,,direct,
I729,CIR029,CIR029,,,,,,direct,
I730,CIR026,CIR026,,,,,,automatic,Children
I731,CIR026,CIR026,,,,,,direct,
I738,CIR026,CIR026,,,,,,automatic,Children
I739,CIR026,CIR026,,,,,,direct,
I740,CIR030,CIR030,,,,,,automatic,Children
I741,CIR030,CIR030,,,,,,automatic,Children
I742,CIR030,CIR030,,,,,,direct,
I743,CIR030,CIR030,,,,,,direct,
I744,CIR030,CIR030,,,,,,direct,
I745,CIR030,CIR030,,,,,,direct,
I748,CIR030,CIR030,,,,,,direct,
I749,CIR030,CIR030,,,,,,direct,
I770,CIR032,CIR032,,,,,,direct,
I772,CIR032,CIR032,,,,,,direct,
I774,CIR032,CIR032,,,,,,direct,
I776,CIR032,CIR032,CIR037,,,,,direct,
I778,CIR032,CIR032,,,,,,automatic,Children
I779,CIR032,CIR032,,,,,,direct,
I780,CIR032,CIR032,,,,,,direct,
I788,CIR032,CIR032,,,,,,direct,
I789,CIR032,CIR032,,,,,,direct,
I790,CIR029,CIR029,,,,,,direct,
I791,CIR032,CIR032,,,,,,direct,
I800,CIR033,CIR033,,,,,,automatic,Children
I801,CIR033,CIR033,,,,,,automatic,Children
I802,CIR033,CIR033,,,,,,automatic,Children
I803,CIR033,CIR033,,,,,,direct,
I808,CIR033,CIR033,,,,,,direct,
I809,CIR033,CIR033,,,,,,direct,
I819,CIR033,CIR033,,,,,,automatic,Parents
I820,CIR033,CIR033,,,,,,direct,
I821,CIR033,CIR033,,,,,,direct,
I822,CIR033,CIR033,,,,,,automatic,Siblings
I823,CIR033,CIR033,,,,,,direct,
I828,CIR033,CIR033,,,,,,automatic,Siblings
I829,CIR033,CIR033,,,,,,automatic,Siblings
I830,CIR035,CIR035,,,,,,automatic,Children
I831,CIR035,CIR035,,,,,,automatic,Children
I839,CIR035,CIR035,,,,,,automatic,Children
I850,CIR039,CIR039,,,,,,automatic,Children
I859,CIR039,CIR039,DIG004,,,,,automatic,Cousins
I861,CIR039,CIR039,,,,,,direct,
I862,CIR039,CIR039,,,,,,direct,
I863,CIR039,CIR039,,,,,,direct,
I864,CIR039,CIR039,,,,,,direct,
I868,CIR039,CIR036,CIR039,,,,,direct,
I870,CIR036,CIR036,,,,,,automatic,Children
I871,CIR036,CIR036,,,,,,direct,
I872,CIR036,CIR036,,,,,,direct,
I878,CIR039,CIR039,,,,,,direct,
I879,CIR039,CIR039,,,,,,direct,
I880,CIR039,CIR039,,,,,,direct,
I881,CIR039,CIR039,,,,,,direct,
I888,CIR039,CIR039,,,,,,direct,
I889,CIR039,CIR039,,,,,,direct,
I890,CIR039,CIR039,,,,,,direct,
I891,CIR039,CIR039,,,,,,direct,
I950,CIR031,CIR031,,,,,,direct,
I951,CIR031,CIR031,,,,,,direct,
I952,INJ030,CIR031,INJ030,,,,,direct,
I958,CIR031,CIR031,,,,,,automatic,Children
I959,CIR031,CIR031,,,,,,direct,
I970,CIR038,CIR038,,,,,,direct,
I971,CIR038,CIR038,,,,,,automatic,Children
I972,CIR038,CIR038,,,,,,direct,
I979,CIR038,CIR038,,,,,,automatic,Siblings
I982,CIR039,CIR039,,,,,,manual,Distant
I999,CIR032,CIR032,,,,,,direct,
J009,RSP006,RSP006,,,,,,automatic,Parents
J010,RSP001,RSP001,,,,,,automatic,Children
J011,RSP001,RSP001,,,,,,automatic,Children
J012,RSP001,RSP001,,,,,,automatic,Children
J013,RSP001,RSP001,,,,,,automatic,Children
J014,RSP001,RSP001,,,,,,automatic,Children
J018,RSP001,RSP001,,,,,,automatic,Children
J019,RSP001,RSP001,,,,,,automatic,Children
J020,RSP006,INF003,RSP006,,,,,direct,
J028,RSP006,RSP006,,,,,,direct,
J029,RSP006,RSP006,,,,,,direct,
J030,RSP004,INF003,RSP004,,,,,automatic,Children
J038,RSP004,RSP004,,,,,,automatic,Children
J039,RSP004,RSP004,,,,,,automatic,Children
J040,RSP006,RSP006,,,,,,direct,
J041,RSP006,RSP006,,,,,,automatic,Children
J042,RSP006,RSP006,,,,,,direct,
J051,RSP006,RSP006,,,,,,automatic,Children
J060,RSP006,RSP006,,,,,,direct,
J068,RSP006,RSP006,,,,,,automatic,Siblings
J069,RSP006,RSP006,,,,,,direct,
J091,RSP003,RSP003,,,,,,automatic,Cousins
J100,RSP003,RSP002,RSP003,,,,,automatic,Children
J101,RSP003,RSP003,,,,,,direct,
J108,RSP003,RSP003,,,,,,automatic,Children
J110,RSP003,RSP002,RSP003,,,,,automatic,Children
J111,RSP003,RSP003,,,,,,direct,
J118,RSP003,RSP003,,,,,,automatic,Children
J121,RSP002,INF008,RSP002,,,,,direct,
J122,RSP002,INF008,RSP002,,,,,direct,
J128,RSP002,INF008,RSP002,,,,,automatic,Children
J129,RSP002,INF008,RSP002,,,,,direct,
J139,INF003,INF003,RSP002,,,,,automatic,Parents
J149,INF003,INF003,RSP002,,,,,automatic,Parents
J150,RSP002,INF003,RSP002,,,,,direct,
J151,RSP002,INF003,RSP002,,,,,direct,
J152,INF003,INF003,RSP002,,,,,automatic,Children
J153,RSP002,INF003,RSP002,,,,,direct,
J154,RSP002,INF003,RSP002,,,,,direct,
J155,RSP002,INF003,RSP002,,,,,direct,
J156,RSP002,INF003,RSP002,,,,,direct,
J157,RSP002,INF003,RSP002,,,,,direct,
J158,RSP002,INF003,RSP002,,,,,direct,
J159,RSP002,INF003,RSP002,,,,,direct,
J160,RSP002,INF003,RSP002,,,,,direct,
J168,RSP002,RSP002,,,,,,direct,
J170,RSP002,RSP002,,,,,,automatic,Parents
J171,RSP002,RSP002,,,,,,automatic,Parents
J172,RSP002,RSP002,,,,,,automatic,Parents
J178,RSP002,RSP002,,,,,,automatic,Parents
J180,RSP002,RSP002,,,,,,direct,
J181,RSP002,RSP002,,,,,,direct,
J188,RSP002,RSP002,,,,,,direct,
J189,RSP002,RSP002,,,,,,direct,
J200,RSP005,INF003,RSP005,,,,,direct,
J201,RSP005,INF003,RSP005,,,,,direct,
J204,RSP005,INF008,RSP005,,,,,direct,
J205,RSP005,INF008,RSP005,,,,,direct,
J206,RSP005,INF008,RSP005,,,,,direct,
J208,RSP005,RSP005,,,,,,direct,
J209,RSP005,RSP005,,,,,,direct,
J210,RSP005,INF008,RSP005,,,,,direct,
J219,RSP005,RSP005,,,,,,direct,
J229,RSP016,RSP016,,,,,,automatic,Parents
J300,RSP007,RSP007,,,,,,direct,
J301,RSP007,INJ031,RSP007,,,,,direct,
J304,RSP007,RSP007,,,,,,automatic,Siblings
J310,RSP007,RSP007,,,,,,direct,
J312,RSP007,RSP007,,,,,,direct,
J320,RSP001,RSP001,,,,,,direct,
J321,RSP001,RSP001,,,,,,direct,
J322,RSP001,RSP001,,,,,,direct,
J323,RSP001,RSP001,,,,,,direct,
J324,RSP001,RSP001,,,,,,direct,
J329,RSP001,RSP001,,,,,,direct,
J330,RSP007,RSP007,,,,,,direct,
J338,RSP007,RSP007,,,,,,direct,
J339,RSP007,RSP007,,,,,,direct,
J340,RSP007,RSP007,,,,,,direct,
J341,RSP007,RSP007,,,,,,direct,
J342,RSP007,RSP007,,,,,,direct,
J343,RSP007,RSP007,,,,,,direct,
J348,RSP007,RSP007,,,,,,automatic,Children
J350,RSP004,RSP004,,,,,,automatic,Children
J351,RSP004,RSP004,,,,,,direct,
J352,RSP004,RSP004,,,,,,direct,
J353,RSP004,RSP004,,,,,,direct,
J359,RSP004,RSP004,,,,,,direct,
J369,RSP004,RSP004,,,,,,automatic,Parents
J370,RSP007,RSP007,,,,,,direct,
J380,RSP007,RSP007,,,,,,automatic,Children
J381,RSP007,RSP007,,,,,,direct,
J382,RSP007,RSP007,,,,,,direct,
J383,RSP007,RSP007,,,,,,direct,
J384,RSP007,RSP007,,,,,,direct,
J386,RSP007,RSP007,,,,,,direct,
J387,RSP007,RSP007,,,,,,direct,
J390,RSP006,RSP006,,,,,,direct,
J391,RSP006,RSP006,,,,,,direct,
J392,RSP007,RSP007,,,,,,direct,
J398,RSP007,RSP007,,,,,,direct,
J399,RSP007,RSP007,,,,,,direct,
J409,RSP005,RSP005,,,,,,automatic,Parents
J410,RSP008,RSP008,,,,,,direct,
J411,RSP008,RSP008,,,,,,direct,
J429,RSP008,RSP008,,,,,,automatic,Parents
J432,RSP008,RSP008,,,,,,direct,
J438,RSP008,RSP008,,,,,,direct,
J439,RSP008,RSP008,,,,,,direct,
J440,RSP008,RSP008,,,,,,direct,
J441,RSP008,RSP008,,,,,,direct,
J448,RSP008,RSP008,,,,,,automatic,Siblings
J449,RSP008,RSP008,,,,,,direct,
J450,RSP009,RSP009,,,,,,automatic,Cousins
J451,RSP009,RSP009,,,,,,automatic,Cousins
J458,RSP009,RSP009,,,,,,automatic,Cousins
J459,RSP009,RSP009,,,,,,automatic,Children
J469,RSP009,RSP009,,,,,,semi-automatic,Distant
J479,RSP008,RSP008,,,,,,direct,
J609,RSP013,RSP013,,,,,,automatic,Parents
J619,RSP013,RSP013,,,,,,automatic,Parents
J649,RSP013,RSP013,,,,,,automatic,Parents
J678,RSP013,RSP013,,,,,,direct,
J679,RSP013,RSP013,,,,,,direct,
J680,RSP013,RSP013,,,,,,direct,
J682,RSP013,RSP013,,,,,,direct,
J683,RSP013,RSP013,,,,,,direct,
J689,RSP013,RSP013,,,,,,direct,
J690,RSP010,RSP010,,,,,,direct,
J698,RSP010,RSP010,RSP013,,,,,direct,
J700,RSP013,RSP013,,,,,,direct,
J702,INJ030,INJ030,RSP013,,,,,direct,
J703,INJ030,INJ030,RSP013,,,,,direct,
J704,INJ030,INJ030,RSP013,,,,,direct,
J809,RSP012,RSP012,,,,,,automatic,Parents
J819,RSP016,RSP016,,,,,,automatic,Siblings
J821,RSP016,RSP016,,,,,,automatic,Parents
J829,RSP016,RSP016,,,,,,automatic,Parents
J841,RSP016,RSP016,,,,,,automatic,Children
J848,RSP016,RSP016,,,,,,automatic,Children
J849,RSP016,RSP016,,,,,,direct,
J851,RSP002,RSP002,,,,,,direct,
J852,RSP016,RSP016,,,,,,direct,
J853,RSP015,RSP015,,,,,,direct,
J860,RSP011,RSP011,,,,,,direct,
J869,RSP011,RSP011,,,,,,direct,
J909,RSP011,RSP011,,,,,,automatic,Parents
J919,RSP011,RSP011,,,,,,automatic,Siblings
J920,RSP011,RSP011,,,,,,direct,
J929,RSP011,RSP011,,,,,,direct,
J930,RSP014,RSP014,,,,,,direct,
J931,RSP014,RSP014,,,,,,automatic,Children
J938,RSP014,RSP014,,,,,,automatic,Children
J939,RSP014,RSP014,,,,,,direct,
J940,RSP011,RSP011,,,,,,direct,
J942,RSP011,RSP011,,,,,,direct,
J948,RSP011,RSP011,,,,,,direct,
J949,RSP011,RSP011,,,,,,direct,
J950,RSP017,RSP017,,,,,,automatic,Children
J951,RSP017,RSP017,,,,,,direct,
J952,RSP017,RSP017,,,,,,direct,
J953,RSP017,RSP017,,,,,,direct,
J955,RSP017,RSP017,,,,,,direct,
J958,RSP017,RSP017,,,,,,automatic,Children
J959,RSP017,RSP017,,,,,,automatic,Siblings
J960,RSP012,RSP012,,,,,,automatic,Children
J961,RSP012,RSP012,,,,,,automatic,Children
J969,RSP012,RSP012,,,,,,automatic,Children
J980,RSP016,RSP016,,,,,,automatic,Children
J981,RSP011,RSP011,,,,,,automatic,Children
J982,RSP011,RSP011,,,,,,direct,
J984,RSP016,RSP016,,,,,,direct,
J985,RSP015,RSP015,,,,,,direct,
J986,RSP016,RSP016,,,,,,direct,
J988,RSP016,RSP016,,,,,,direct,
J989,RSP016,RSP016,,,,,,direct,
J990,RSP016,RSP016,,,,,,automatic,Parents
J998,RSP016,RSP016,,,,,,automatic,Parents
K000,DIG002,DIG002,,,,,,direct,
K007,DIG002,DIG002,,,,,,direct,
K010,DIG002,DIG002,,,,,,direct,
K021,DIG002,DIG002,,,,,,automatic,Siblings
K029,DIG002,DIG002,,,,,,direct,
K040,DIG002,DIG002,,,,,,direct,
K044,DIG002,DIG002,,,,,,direct,
K045,DIG002,DIG002,,,,,,direct,
K046,DIG002,DIG002,,,,,,direct,
K047,DIG002,DIG002,,,,,,direct,
K048,DIG002,DIG002,,,,,,direct,
K049,DIG002,DIG002,,,,,,automatic,Children
K050,DIG002,DIG002,,,,,,automatic,Children
K051,DIG002,DIG002,,,,,,automatic,Children
K052,DIG002,DIG002,,,,,,automatic,Children
K053,DIG002,DIG002,,,,,,automatic,Children
K069,DIG002,DIG002,,,,,,direct,
K070,MUS029,MUS029,,,,,,manual,Distant
K071,MUS029,MUS029,,,,,,manual,Distant
K072,DIG002,DIG002,,,,,,semi-automatic,Distant
K074,DIG002,DIG002,,,,,,semi-automatic,Distant
K075,DIG002,DIG002,,,,,,semi-automatic,Distant
K076,MUS029,MUS029,,,,,,manual,Distant
K080,DIG002,DIG002,,,,,,direct,
K081,DIG002,DIG002,,,,,,automatic,Children
K082,MUS029,DIG002,MUS029,,,,,automatic,Children
K083,DIG002,DIG002,,,,,,direct,
K088,DIG002,DIG002,,,,,,direct,
K089,DIG002,DIG002,,,,,,direct,
K090,DIG002,DIG002,,,,,,direct,
K092,MUS029,MUS029,,,,,,manual,Close
K098,DIG003,DIG003,,,,,,direct,
K099,DIG003,DIG003,,,,,,direct,
K100,MUS029,MUS029,,,,,,manual,Extended Family
K102,DIG003,DIG003,,,,,,automatic,Extended Family
K108,DIG003,DIG003,,,,,,automatic,Extended Family
K109,DIG003,DIG003,,,,,,automatic,Extended Family
K110,DIG003,DIG003,,,,,,direct,
K111,DIG003,DIG003,,,,,,direct,
K112,DIG003,DIG003,,,,,,automatic,Children
K113,DIG003,DIG003,,,,,,direct,
K115,DIG003,DIG003,,,,,,direct,
K116,DIG003,DIG003,,,,,,direct,
K117,DIG003,DIG003,,,,,,direct,
K118,DIG003,DIG003,,,,,,direct,
K119,DIG003,DIG003,,,,,,direct,
K120,DIG003,DIG003,,,,,,direct,
K121,DIG003,DIG003,,,,,,direct,
K122,DIG003,DIG003,,,,,,direct,
K132,DIG003,DIG003,,,,,,automatic,Children
K137,DIG003,DIG003,,,,,,automatic,Children
K140,DIG003,DIG003,,,,,,direct,
K146,DIG003,DIG003,,,,,,direct,
K148,DIG003,DIG003,,,,,,direct,
K149,DIG003,DIG003,,,,,,direct,
K209,DIG004,DIG004,,,,,,direct,
K210,DIG004,DIG004,,,,,,direct,
K219,DIG004,DIG004,,,,,,direct,
K220,DIG004,DIG004,,,,,,direct,
K221,DIG004,DIG004,,,,,,automatic,Children
K222,DIG004,DIG004,,,,,,direct,
K223,DIG006,DIG004,DIG006,,,,,direct,
K224,DIG004,DIG004,,,,,,direct,
K225,DIG004,DIG004,,,,,,direct,
K226,DIG004,DIG004,,,,,,direct,
K227,DIG004,DIG004,,,,,,automatic,Children
K228,DIG004,DIG004,,,,,,direct,
K229,DIG004,DIG004,,,,,,direct,
K250,DIG021,DIG021,,,,,,direct,
K251,DIG005,DIG005,DIG006,,,,,direct,
K252,DIG021,DIG021,,,,,,direct,
K253,DIG005,DIG005,,,,,,direct,
K254,DIG021,DIG021,,,,,,direct,
K255,DIG005,DIG005,DIG006,,,,,direct,
K257,DIG005,DIG005,,,,,,direct,
K259,DIG005,DIG005,,,,,,direct,
K260,DIG021,DIG021,,,,,,direct,
K261,DIG005,DIG005,DIG006,,,,,direct,
K262,DIG021,DIG021,,,,,,direct,
K263,DIG005,DIG005,,,,,,direct,
K264,DIG021,DIG021,,,,,,direct,
K265,DIG005,DIG005,DIG006,,,,,direct,
K267,DIG005,DIG005,,,,,,direct,
K269,DIG005,DIG005,,,,,,direct,
K270,DIG021,DIG021,,,,,,direct,
K271,DIG005,DIG005,DIG006,,,,,direct,
K272,DIG021,DIG021,,,,,,direct,
K273,DIG005,DIG005,,,,,,direct,
K274,DIG021,DIG021,,,,,,direct,
K277,DIG005,DIG005,,,,,,direct,
K279,DIG005,DIG005,,,,,,direct,
K280,DIG021,DIG021,,,,,,direct,
K281,DIG005,DIG005,DIG006,,,,,direct,
K283,DIG005,DIG005,,,,,,direct,
K284,DIG021,DIG021,,,,,,direct,
K285,DIG005,DIG005,DIG006,,,,,direct,
K289,DIG005,DIG005,,,,,,direct,
K290,DIG007,DIG007,,,,,,automatic,Children
K291,DIG007,DIG007,,,,,,automatic,Cousins
K292,DIG007,DIG007,MBD017,,,,,automatic,Children
K293,DIG007,DIG007,,,,,,automatic,Children
K294,DIG007,DIG007,,,,,,automatic,Children
K295,DIG007,DIG007,,,,,,automatic,Children
K296,DIG007,DIG007,,,,,,automatic,Children
K297,DIG007,DIG007,,,,,,automatic,Children
K298,DIG007,DIG007,,,,,,automatic,Children
K299,DIG007,DIG007,,,,,,automatic,Children
K309,DIG008,DIG008,,,,,,automatic,Parents
K310,DIG008,DIG008,,,,,,direct,
K311,DIG008,DIG008,,,,,,direct,
K312,DIG008,DIG008,,,,,,direct,
K314,DIG008,DIG008,,,,,,direct,
K315,DIG012,DIG012,,,,,,direct,
K316,DIG008,DIG008,,,,,,direct,
K317,NEO073,DIG008,NEO073,,,,,direct,
K318,DIG008,DIG008,,,,,,automatic,Children
K319,DIG008,DIG008,,,,,,direct,
K352,DIG009,DIG009,DIG016,,,,,direct,
K353,DIG009,DIG009,DIG016,,,,,direct,
K358,DIG009,DIG009,,,,,,automatic,Children
K369,DIG009,DIG009,,,,,,automatic,Parents
K379,DIG009,DIG009,,,,,,automatic,Parents
K382,DIG009,DIG009,,,,,,direct,
K388,DIG009,DIG009,,,,,,direct,
K389,DIG009,DIG009,,,,,,direct,
K400,DIG010,DIG010,DIG012,,,,,automatic,Children
K401,DIG010,CIR028,DIG010,,,,,automatic,Children
K402,DIG010,DIG010,,,,,,automatic,Children
K403,DIG010,DIG010,DIG012,,,,,automatic,Children
K404,DIG010,CIR028,DIG010,,,,,automatic,Children
K409,DIG010,DIG010,,,,,,automatic,Children
K412,DIG010,DIG010,,,,,,automatic,Children
K413,DIG010,DIG010,DIG012,,,,,automatic,Children
K414,DIG010,CIR028,DIG010,,,,,automatic,Children
K419,DIG010,DIG010,,,,,,automatic,Children
K420,DIG010,DIG010,DIG012,,,,,direct,
K421,DIG010,CIR028,DIG010,,,,,direct,
K429,DIG010,DIG010,,,,,,direct,
K430,DIG010,DIG010,DIG012,,,,,direct,
K431,DIG010,CIR028,DIG010,,,,,direct,
K432,DIG010,DIG010,,,,,,direct,
K433,DIG010,DIG010,DIG012,,,,,direct,
K434,DIG010,CIR028,DIG010,,,,,direct,
K435,DIG010,DIG010,,,,,,direct,
K436,DIG010,DIG010,DIG012,,,,,direct,
K437,DIG010,CIR028,DIG010,,,,,direct,
K439,DIG010,DIG010,,,,,,direct,
K440,DIG010,DIG010,DIG012,,,,,direct,
K441,DIG010,CIR028,DIG010,,,,,direct,
K449,DIG010,DIG010,,,,,,direct,
K450,DIG010,DIG010,DIG012,,,,,direct,
K451,DIG010,CIR028,DIG010,,,,,direct,
K458,DIG010,DIG010,,,,,,direct,
K460,DIG010,DIG010,DIG012,,,,,direct,
K469,DIG010,DIG010,,,,,,direct,
K500,DIG011,DIG011,,,,,,automatic,Children
K501,DIG011,DIG011,,,,,,automatic,Children
K508,DIG011,DIG011,,,,,,automatic,Children
K509,DIG011,DIG011,,,,,,automatic,Children
K510,DIG011,DIG011,,,,,,automatic,Children
K512,DIG011,DIG011,,,,,,automatic,Children
K513,DIG011,DIG011,,,,,,automatic,Children
K514,DIG011,DIG011,,,,,,automatic,Children
K515,DIG011,DIG011,,,,,,automatic,Children
K518,DIG011,DIG011,,,,,,automatic,Children
K519,DIG011,DIG011,,,,,,automatic,Children
K520,DIG022,DIG022,,,,,,direct,
K521,DIG022,DIG022,INJ030,,,,,direct,
K522,DIG022,DIG022,INJ031,,,,,direct,
K523,DIG022,DIG022,,,,,,direct,
K528,DIG022,DIG022,,,,,,automatic,Children
K529,DIG022,DIG022,,,,,,direct,
K550,DIG025,CIR026,DIG025,,,,,direct,
K551,DIG025,CIR026,DIG025,,,,,direct,
K552,DIG025,CIR026,DIG025,,,,,automatic,Children
K558,DIG025,CIR026,DIG025,,,,,direct,
K559,DIG025,CIR026,DIG025,,,,,direct,
K560,DIG012,DIG012,,,,,,direct,
K561,DIG012,DIG012,,,,,,direct,
K562,DIG012,DIG012,,,,,,direct,
K563,DIG012,DIG012,DIG017,,,,,direct,
K564,DIG012,DIG012,,,,,,automatic,Children
K565,DIG012,DIG012,,,,,,direct,
K566,DIG012,DIG012,,,,,,automatic,Children
K567,DIG012,DIG012,,,,,,direct,
K570,DIG013,DIG006,DIG013,,,,,automatic,Children
K571,DIG013,DIG013,,,,,,automatic,Children
K572,DIG013,DIG006,DIG013,,,,,automatic,Children
K573,DIG013,DIG013,,,,,,automatic,Children
K574,DIG013,DIG006,DIG013,,,,,automatic,Children
K575,DIG013,DIG013,,,,,,automatic,Children
K578,DIG013,DIG006,DIG013,,,,,automatic,Children
K579,DIG013,DIG013,,,,,,automatic,Children
K580,DIG025,DIG025,,,,,,direct,
K589,DIG025,DIG025,,,,,,direct,
K590,DIG025,DIG025,,,,,,automatic,Children
K591,DIG025,DIG025,,,,,,direct,
K592,DIG025,DIG025,,,,,,direct,
K593,DIG025,DIG025,,,,,,direct,
K594,DIG015,DIG015,,,,,,direct,
K598,DIG025,DIG025,,,,,,direct,
K599,DIG025,DIG025,,,,,,direct,
K600,DIG015,DIG015,,,,,,direct,
K601,DIG015,DIG015,,,,,,direct,
K602,DIG015,DIG015,,,,,,direct,
K603,DIG015,DIG015,,,,,,direct,
K604,DIG015,DIG015,,,,,,direct,
K605,DIG015,DIG015,,,,,,direct,
K610,DIG016,DIG015,DIG016,,,,,direct,
K611,DIG016,DIG015,DIG016,,,,,direct,
K612,DIG016,DIG015,DIG016,,,,,direct,
K613,DIG016,DIG015,DIG016,,,,,direct,
K614,DIG016,DIG015,DIG016,,,,,direct,
K620,DIG015,DIG015,,,,,,direct,
K621,DIG015,DIG015,,,,,,direct,
K622,DIG015,DIG015,,,,,,direct,
K623,DIG015,DIG015,,,,,,direct,
K624,DIG015,DIG015,,,,,,direct,
K625,DIG021,DIG021,,,,,,direct,
K626,DIG015,DIG015,,,,,,direct,
K627,DIG015,DIG015,,,,,,direct,
K628,DIG015,DIG015,,,,,,automatic,Children
K629,DIG015,DIG015,,,,,,direct,
K630,DIG016,DIG016,,,,,,direct,
K631,DIG006,DIG006,,,,,,direct,
K632,DIG025,DIG025,,,,,,direct,
K633,DIG025,DIG025,,,,,,direct,
K635,NEO073,NEO073,,,,,,direct,
K638,DIG025,DIG025,,,,,,automatic,Children
K639,DIG025,DIG025,,,,,,direct,
K640,DIG014,DIG014,,,,,,direct,
K641,DIG014,DIG014,,,,,,direct,
K642,DIG014,DIG014,,,,,,direct,
K643,DIG014,DIG014,,,,,,direct,
K644,DIG014,DIG014,,,,,,direct,
K645,DIG014,DIG014,,,,,,direct,
K648,DIG014,DIG014,,,,,,direct,
K649,DIG014,DIG014,,,,,,direct,
K650,DIG016,DIG016,,,,,,direct,
K658,DIG016,DIG016,,,,,,direct,
K659,DIG016,DIG016,,,,,,direct,
K660,DIG025,DIG025,,,,,,direct,
K661,DIG025,DIG025,,,,,,direct,
K668,DIG025,DIG025,,,,,,direct,
K669,DIG025,DIG025,,,,,,direct,
K700,DIG019,DIG019,MBD017,,,,,direct,
K701,INF007,INF007,MBD017,,,,,automatic,Children
K702,DIG019,DIG019,MBD017,,,,,direct,
K703,DIG019,DIG019,MBD017,,,,,automatic,Children
K704,DIG018,DIG018,MBD017,,,,,automatic,Children
K709,DIG019,DIG019,MBD017,,,,,direct,
K710,DIG019,DIG019,INJ030,,,,,direct,
K711,DIG019,DIG019,INJ030,,,,,automatic,Children
K712,DIG023,DIG023,INJ030,,,,,direct,
K713,DIG023,DIG023,INJ030,,,,,direct,
K716,DIG023,DIG023,INJ030,,,,,direct,
K717,DIG019,DIG019,INJ030,,,,,direct,
K719,DIG019,DIG019,INJ030,,,,,direct,
K720,DIG018,DIG018,,,,,,automatic,Children
K721,DIG018,DIG018,,,,,,automatic,Children
K729,DIG018,DIG018,,,,,,automatic,Children
K730,DIG023,DIG023,,,,,,direct,
K732,DIG023,DIG023,,,,,,direct,
K738,DIG023,DIG023,,,,,,direct,
K739,DIG023,DIG023,,,,,,direct,
K740,DIG019,DIG019,,,,,,direct,
K743,DIG019,DIG019,,,,,,direct,
K744,DIG019,DIG019,,,,,,direct,
K746,DIG019,DIG019,,,,,,automatic,Children
K750,DIG016,DIG016,,,,,,direct,
K752,DIG023,DIG023,,,,,,direct,
K754,DIG023,DIG023,,,,,,direct,
K759,DIG019,DIG019,,,,,,direct,
K760,DIG019,DIG019,,,,,,direct,
K761,DIG019,DIG019,,,,,,direct,
K763,DIG019,DIG019,,,,,,direct,
K766,DIG019,DIG019,,,,,,direct,
K767,DIG019,DIG019,,,,,,direct,
K768,DIG019,DIG019,,,,,,automatic,Children
K769,DIG019,DIG019,,,,,,direct,
K778,DIG019,DIG019,,,,,,automatic,Parents
K800,DIG017,DIG017,,,,,,automatic,Children
K801,DIG017,DIG017,,,,,,automatic,Children
K802,DIG017,DIG017,,,,,,automatic,Children
K803,DIG017,DIG017,,,,,,automatic,Children
K804,DIG017,DIG017,,,,,,automatic,Children
K805,DIG017,DIG017,,,,,,automatic,Children
K808,DIG017,DIG017,,,,,,automatic,Children
K810,DIG017,DIG017,,,,,,direct,
K811,DIG017,DIG017,,,,,,direct,
K818,DIG017,DIG017,,,,,,automatic,Siblings
K819,DIG017,DIG017,,,,,,direct,
K820,DIG017,DIG017,,,,,,direct,
K822,DIG006,DIG006,DIG017,,,,,direct,
K823,DIG017,DIG017,,,,,,direct,
K828,DIG017,DIG017,,,,,,direct,
K829,DIG017,DIG017,,,,,,direct,
K830,DIG017,DIG017,,,,,,direct,
K831,DIG017,DIG017,,,,,,direct,
K832,DIG006,DIG006,DIG017,,,,,direct,
K833,DIG017,DIG017,,,,,,direct,
K834,DIG017,DIG017,,,,,,direct,
K835,DIG017,DIG017,,,,,,direct,
K838,DIG017,DIG017,,,,,,direct,
K839,DIG017,DIG017,,,,,,direct,
K850,DIG020,DIG020,,,,,,direct,
K851,DIG020,DIG020,,,,,,direct,
K852,DIG020,DIG020,,,,,,direct,
K853,INJ030,DIG020,INJ030,,,,,direct,
K858,DIG020,DIG020,,,,,,direct,
K859,DIG020,DIG020,,,,,,direct,
