diagnosis_code,ccsr_default,ccsr_1,ccsr_2,ccsr_3,ccsr_4,ccsr_5,ccsr_6,mapping_type,relationship
D462,NEO068,NEO068,,,,,,Automatic,Children
D469,NEO068,NEO068,,,,,,Direct,
D467,NEO068,NEO068,,,,,,Automatic,Siblings
D466,NEO068,NEO068,,,,,,Automatic,Siblings
D465,NEO068,NEO068,,,,,,Automatic,Siblings
D464,NEO068,NEO068,,,,,,Direct,
C762,NEO069,NEO069,,,,,,Direct,
C763,NEO069,NEO069,,,,,,Direct,
C761,NEO069,NEO069,,,,,,Direct,
C768,NEO069,NEO069,,,,,,Direct,
C765,NEO069,NEO069,,,,,,Automatic,Children
C773,NEO070,NEO070,,,,,,Direct,
C797,NEO070,NEO070,,,,,,Automatic,Children
C780,NEO070,NEO070,,,,,,Automatic,Children
C774,NEO070,NEO070,,,,,,Direct,
C775,NEO070,NEO070,,,,,,Direct,
C772,NEO070,NEO070,,,,,,Direct,
C778,NEO070,NEO070,,,,,,Direct,
C782,NEO070,NEO070,,,,,,Direct,
C786,NEO070,NEO070,,,,,,Direct,
C793,NEO070,NEO070,,,,,,Automatic,Children
C7800,NEO070,NEO070,,,,,,Direct,
C7988,NEO070,NEO070,,,,,,Automatic,Siblings
C779,NEO070,NEO070,,,,,,Direct,
C7980,NEO070,NEO070,,,,,,Automatic,Siblings
C795,NEO070,NEO070,,,,,,Automatic,Children
C796,NEO070,NEO070,,,,,,Automatic,Children
C771,NEO070,NEO070,,,,,,Direct,
C787,NEO070,NEO070,,,,,,Direct,
C781,NEO070,NEO070,,,,,,Direct,
C792,NEO070,NEO070,,,,,,Direct,
C7809,NEO070,NEO070,,,,,,Automatic,Siblings
C770,NEO070,NEO070,,,,,,Direct,
C791,NEO070,NEO070,,,,,,Automatic,Children
C7801,NEO070,NEO070,,,,,,Direct,
C799,NEO070,NEO070,,,,,,Direct,
C788,NEO070,NEO070,,,,,,Automatic,Children
C790,NEO070,NEO070,,,,,,Automatic,Children
C794,NEO070,NEO070,,,,,,Automatic,Children
C783,NEO070,NEO070,,,,,,Automatic,Children
C784,NEO070,NEO070,,,,,,Direct,
C785,NEO070,NEO070,,,,,,Direct,
C800,NEO071,NEO071,,,,,,Direct,
C809,NEO071,NEO071,,,,,,Automatic,Siblings
D371,NEO072,NEO072,,,,,,Direct,
D377,NEO072,NEO072,,,,,,Automatic,Siblings
D376,NEO072,NEO072,,,,,,Direct,
D432,NEO072,NEO072,,,,,,Direct,
D45,NEO072,NEO072,,,,,,Direct,
D474,NEO072,NEO072,,,,,,Direct,
D431,NEO072,NEO072,,,,,,Direct,
D475,NEO072,NEO072,,,,,,Automatic,Siblings
D374,NEO072,NEO072,,,,,,Direct,
D391,NEO072,NEO072,,,,,,Automatic,Children
D3705,NEO072,NEO072,,,,,,Direct,
D3708,NEO072,NEO072,,,,,,Automatic,Siblings
D385,NEO072,NEO072,,,,,,Direct,
D390,NEO072,NEO072,,,,,,Direct,
D446,NEO072,NEO072,,,,,,Direct,
D449,NEO072,NEO072,,,,,,Direct,
D375,NEO072,NEO072,,,,,,Direct,
D372,NEO072,NEO072,,,,,,Direct,
D477,NEO072,NEO072,,,,,,Automatic,Siblings
D444,NEO072,NEO072,,,,,,Direct,
D420,NEO072,NEO072,,,,,,Direct,
D473,NEO072,NEO072,,,,,,Direct,
D421,NEO072,NEO072,,,,,,Direct,
D383,NEO072,NEO072,,,,,,Direct,
D443,NEO072,NEO072,,,,,,Direct,
D414,NEO072,NEO072,,,,,,Direct,
D430,NEO072,NEO072,,,,,,Direct,
D434,NEO072,NEO072,,,,,,Direct,
D441,NEO072,NEO072,,,,,,Automatic,Children
D392,NEO072,NEO072,,,,,,Direct,
D479,NEO072,NEO072,,,,,,Direct,
D489,NEO072,NEO072,,,,,,Direct,
D379,NEO072,NEO072,,,,,,Direct,
D482,NEO072,NEO072,,,,,,Direct,
D483,NEO072,NEO072,,,,,,Direct,
D439,NEO072,NEO072,,,,,,Direct,
D487,NEO072,NEO072,,,,,,Direct,
D397,NEO072,NEO072,,,,,,Automatic,Siblings
D399,NEO072,NEO072,,,,,,Direct,
D400,NEO072,NEO072,,,,,,Direct,
D410,NEO072,NEO072,,,,,,Automatic,Children
D373,NEO072,NEO072,,,,,,Direct,
D480,NEO072,NEO072,,,,,,Direct,
D481,NEO072,NEO072,,,,,,Direct,
D486,NEO072,NEO072,,,,,,Automatic,Children
D381,NEO072,NEO072,,,,,,Direct,
D484,NEO072,NEO072,,,,,,Direct,
D485,NEO072,NEO072,,,,,,Direct,
D471,NEO072,NEO072,,,,,,Direct,
D472,NEO072,NEO072,,,,,,Direct,
D470,NEO072,NEO072,,,,,,Direct,
D380,NEO072,NEO072,,,,,,Direct,
D137,NEO073,NEO073,,,,,,Direct,
D120,NEO073,NEO073,,,,,,Direct,
D123,NEO073,NEO073,,,,,,Direct,
D122,NEO073,NEO073,,,,,,Direct,
D367,NEO073,NEO073,,,,,,Direct,
D301,NEO073,NEO073,,,,,,Automatic,Children
D3610,NEO073,NEO073,,,,,,Direct,
D126,NEO073,NEO073,,,,,,Direct,
D300,NEO073,NEO073,,,,,,Automatic,Children
D320,NEO073,NEO073,,,,,,Direct,
D27,NEO073,NEO073,,,,,,Automatic,Children
D280,NEO073,NEO073,,,,,,Direct,
D360,NEO073,NEO073,,,,,,Direct,
D3619,NEO073,NEO073,,,,,,Automatic,Siblings
D352,NEO073,NEO073,,,,,,Direct,
D291,NEO073,NEO073,,,,,,Direct,
D303,NEO073,NEO073,,,,,,Direct,
D353,NEO073,NEO073,,,,,,Direct,
D132,NEO073,NEO073,,,,,,Direct,
D3616,NEO073,NEO073,,,,,,Direct,
D136,NEO073,NEO073,,,,,,Direct,
D141,NEO073,NEO073,,,,,,Direct,
D143,NEO073,NEO073,,,,,,Automatic,Children
D150,NEO073,NEO073,,,,,,Direct,
D151,NEO073,NEO073,,,,,,Direct,
D3612,NEO073,NEO073,,,,,,Direct,
D101,NEO073,NEO073,,,,,,Direct,
D3615,NEO073,NEO073,,,,,,Direct,
D1801,NEO073,NEO073,,,,,,Direct,
D1802,NEO073,NEO073,,,,,,Direct,
D1808,NEO073,NEO073,,,,,,Automatic,Siblings
D250,NEO073,NEO073,,,,,,Direct,
D259,NEO073,NEO073,,,,,,Direct,
K635,NEO073,NEO073,,,,,,Direct,
D131,NEO073,NEO073,,,,,,Direct,
K317,NEO073,DIG008,NEO073,,,,,Direct,
D304,NEO073,NEO073,,,,,,Direct,
D316,NEO073,NEO073,,,,,,Automatic,Children
D333,NEO073,NEO073,,,,,,Direct,
D130,NEO073,NEO073,,,,,,Direct,
D128,NEO073,NEO073,,,,,,Direct,
D351,NEO073,NEO073,,,,,,Direct,
D152,NEO073,NEO073,,,,,,Direct,
D164,NEO073,NEO073,,,,,,Direct,
D165,NEO073,NEO073,,,,,,Direct,
D334,NEO073,NEO073,,,,,,Direct,
D34,NEO073,NEO073,,,,,,Direct,
D1803,NEO073,NEO073,,,,,,Direct,
D329,NEO073,NEO073,,,,,,Direct,
D332,NEO073,NEO073,,,,,,Direct,
D350,NEO073,NEO073,,,,,,Automatic,Children
D162,NEO073,NEO073,,,,,,Automatic,Children
D175,NEO073,NEO073,,,,,,Direct,
D321,NEO073,NEO073,,,,,,Direct,
D24,NEO073,NEO073,,,,,,Automatic,Children
D125,NEO073,NEO073,,,,,,Direct,
D330,NEO073,NEO073,,,,,,Direct,
D331,NEO073,NEO073,,,,,,Direct,
D134,NEO073,NEO073,,,,,,Direct,
D3613,NEO073,NEO073,,,,,,Direct,
D3614,NEO073,NEO073,,,,,,Direct,
D166,NEO073,NEO073,,,,,,Direct,
D168,NEO073,NEO073,,,,,,Direct,
D177,NEO073,NEO073,,,,,,Automatic,Children
D1800,NEO073,NEO073,,,,,,Direct,
D127,NEO073,NEO073,,,,,,Direct,
D135,NEO073,NEO073,,,,,,Direct,
D124,NEO073,NEO073,,,,,,Direct,
D630,NEO074,BLD003,NEO074,,,,,Direct,
E883,NEO074,END016,NEO074,,,,,Direct,
G131,NEO074,NEO074,NVS020,,,,,Direct,
G731,NEO074,NEO074,NVS018,,,,,Direct,
M360,NEO074,MUS024,NEO074,,,,,Direct,
G020,NVS001,INF009,NVS001,,,,,Automatic,Parents
G01,NVS001,INF003,NVS001,,,,,Direct,
G030,NVS001,NVS001,,,,,,Direct,
G039,NVS001,NVS001,,,,,,Direct,
G009,NVS001,INF003,NVS001,,,,,Direct,
A870,NVS001,INF008,NVS001,,,,,Direct,
A879,NVS001,INF008,NVS001,,,,,Direct,
B451,NVS001,INF004,NVS001,,,,,Direct,
B010,NVS001,INF008,NVS001,,,,,Direct,
G002,NVS001,INF003,NVS001,,,,,Direct,
G008,NVS001,INF003,NVS001,,,,,Direct,
G021,NVS001,INF009,NVS001,,,,,Automatic,Parents
G003,NVS001,INF003,NVS001,,,,,Direct,
B021,NVS001,INF008,NVS001,,,,,Direct,
G031,NVS001,NVS001,,,,,,Direct,
G032,NVS001,NVS001,,,,,,Direct,
G038,NVS001,NVS001,,,,,,Direct,
G000,NVS001,INF003,NVS001,,,,,Direct,
G001,NVS001,INF003,NVS001,,,,,Direct,
A878,NVS001,INF008,NVS001,,,,,Direct,
B003,NVS001,INF008,NVS001,,,,,Direct,
A390,NVS001,INF003,NVS001,,,,,Direct,
A872,NVS001,INF008,NVS001,,,,,Direct,
A86,NVS002,INF008,NVS002,,,,,Direct,
G049,NVS002,NVS002,,,,,,Automatic,Children
A858,NVS002,INF008,NVS002,,,,,Direct,
G051,NVS002,NVS002,,,,,,Automatic,Siblings
A850,NVS002,INF008,NVS002,,,,,Direct,
G048,NVS002,NVS002,,,,,,Automatic,Children
B020,NVS002,INF008,NVS002,,,,,Direct,
G040,NVS002,NVS002,,,,,,Automatic,Children
B004,NVS002,INF008,NVS002,,,,,Direct,
G042,NVS002,INF003,NVS002,,,,,Direct,
G058,NVS002,NVS002,,,,,,Automatic,Siblings
G050,NVS002,NVS002,,,,,,Automatic,Siblings
A811,NVS002,INF008,NVS002,,,,,Direct,
B582,NVS002,INF009,NVS002,,,,,Direct,
G052,NVS002,NVS002,,,,,,Automatic,Siblings
A810,NVS003,INF008,NVS003,,,,,Automatic,Children
A89,NVS003,INF008,NVS003,,,,,Direct,
A812,NVS003,INF008,NVS003,,,,,Direct,
A881,NVS003,INF008,NVS003,,,,,Direct,
A819,NVS003,INF008,NVS003,,,,,Direct,
G14,NVS003,NVS003,,,,,,Direct,
G210,NVS004,INJ030,NVS004,,,,,Direct,
G20,NVS004,NVS004,,,,,,Direct,
G214,NVS004,NVS004,,,,,,Direct,
G219,NVS004,NVS004,,,,,,Direct,
G218,NVS004,NVS004,,,,,,Direct,
G35,NVS005,NVS005,,,,,,Direct,
G259,NVS006,NVS006,,,,,,Direct,
G122,NVS006,NVS006,,,,,,Automatic,Children
G111,NVS006,NVS006,,,,,,Direct,
G990,NVS006,NVS006,,,,,,Direct,
G992,NVS006,NVS006,,,,,,Direct,
G10,NVS006,NVS006,,,,,,Direct,
G129,NVS006,NVS006,,,,,,Direct,
G1228,NVS006,NVS006,,,,,,Automatic,Siblings
G253,NVS006,NVS006,,,,,,Direct,
G1229,NVS006,NVS006,,,,,,Direct,
G318,NVS006,NVS006,,,,,,Semi-automatic,Close
G1220,NVS006,NVS006,,,,,,Direct,
G1222,NVS006,NVS006,,,,,,Direct,
G1221,NVS006,NVS006,,,,,,Direct,
G255,NVS006,NVS006,,,,,,Direct,
G112,NVS006,NVS006,,,,,,Direct,
G258,NVS006,NVS006,,,,,,Automatic,Children
G113,NVS006,NVS006,,,,,,Direct,
G118,NVS006,NVS006,,,,,,Direct,
G119,NVS006,NVS006,,,,,,Direct,
G114,NVS006,NVS006,,,,,,Direct,
G239,NVS006,NVS006,,,,,,Direct,
G249,NVS006,NVS006,,,,,,Direct,
G250,NVS006,NVS006,,,,,,Direct,
G901,NVS006,NVS006,,,,,,Direct,
G243,NVS006,NVS006,,,,,,Direct,
G231,NVS006,NVS006,,,,,,Direct,
G256,NVS006,NVS006,,,,,,Automatic,Children
G244,NVS006,NVS006,,,,,,Direct,
G248,NVS006,NVS006,,,,,,Direct,
G904,NVS006,NVS006,,,,,,Direct,
G121,NVS006,NVS006,,,,,,Direct,
G232,NVS006,NVS006,,,,,,Direct,
G903,NVS006,NVS006,,,,,,Direct,
G252,NVS006,NVS006,,,,,,Direct,
G238,NVS006,NVS006,,,,,,Direct,
G328,NVS006,NVS006,,,,,,Automatic,Children
G233,NVS006,NVS006,,,,,,Automatic,Siblings
G900,NVS006,NVS006,,,,,,Automatic,Children
G809,NVS007,NVS007,,,,,,Direct,
G801,NVS007,NVS007,,,,,,Direct,
G804,NVS007,NVS007,,,,,,Direct,
G802,NVS007,NVS007,,,,,,Direct,
G834,NVS008,NVS008,,,,,,Direct,
G8199,NVS008,NVS008,,,,,,Automatic,Siblings
G8322,NVS008,NVS008,,,,,,Direct,
G8191,NVS008,NVS008,,,,,,Direct,
G82213,NVS008,NVS008,,,,,,Automatic,Parents
G8119,NVS008,NVS008,,,,,,Automatic,Siblings
G82222,NVS008,NVS008,,,,,,Automatic,Parents
G82293,NVS008,NVS008,,,,,,Automatic,Cousins
G831,NVS008,NVS008,,,,,,Automatic,Children
G838,NVS008,NVS008,,,,,,Automatic,Children
G82521,NVS008,NVS008,,,,,,Automatic,Parents
G835,NVS008,NVS008,,,,,,Direct,
G82520,NVS008,NVS008,,,,,,Automatic,Parents
G82212,NVS008,NVS008,,,,,,Automatic,Parents
G839,NVS008,NVS008,,,,,,Direct,
G8109,NVS008,NVS008,,,,,,Automatic,Siblings
G82292,NVS008,NVS008,,,,,,Automatic,Cousins
G8190,NVS008,NVS008,,,,,,Direct,
G82490,NVS008,NVS008,,,,,,Automatic,Cousins
G82590,NVS008,NVS008,,,,,,Automatic,Cousins
G82091,NVS008,NVS008,,,,,,Automatic,Cousins
G82591,NVS008,NVS008,,,,,,Automatic,Cousins
G041,NVS008,NVS008,,,,,,Direct,
R5688,NVS009,NVS009,,,,,,Automatic,Cousins
G4090,NVS009,NVS009,,,,,,Automatic,Children
R5680,NVS009,NVS009,,,,,,Automatic,Cousins
G410,NVS009,NVS009,,,,,,Semi-automatic,Distant
G4060,NVS009,NVS009,,,,,,Automatic,Cousins
G4020,NVS009,NVS009,,,,,,Automatic,Children
G4050,NVS009,NVS009,,,,,,Automatic,Children
G4061,NVS009,NVS009,,,,,,Automatic,Cousins
G4040,NVS009,NVS009,,,,,,Automatic,Children
G4030,NVS009,NVS009,,,,,,Automatic,Children
G4031,NVS009,NVS009,,,,,,Automatic,Children
G4051,NVS009,NVS009,,,,,,Automatic,Cousins
G4021,NVS009,NVS009,,,,,,Automatic,Children
G4041,NVS009,NVS009,,,,,,Automatic,Children
G419,NVS009,NVS009,,,,,,Semi-automatic,Distant
G4010,NVS009,NVS009,,,,,,Automatic,Children
G4080,NVS009,NVS009,,,,,,Automatic,Children
G418,NVS009,NVS009,,,,,,Semi-automatic,Distant
G4091,NVS009,NVS009,,,,,,Automatic,Children
G411,NVS009,NVS009,,,,,,Semi-automatic,Distant
G412,NVS009,NVS009,,,,,,Semi-automatic,Distant
G4000,NVS009,NVS009,,,,,,Automatic,Children
G4070,NVS009,NVS009,,,,,,Automatic,Cousins
G4011,NVS009,NVS009,,,,,,Automatic,Children
R5601,NVS009,NVS009,,,,,,Direct,
R51,NVS010,NVS010,SYM010,,,,,Direct,
G438,NVS010,NVS010,,,,,,Automatic,Children
G439,NVS010,NVS010,,,,,,Automatic,Children
G431,NVS010,NVS010,,,,,,Automatic,Children
G448,NVS010,NVS010,,,,,,Automatic,Children
G433,NVS010,NVS010,,,,,,Automatic,Cousins
G440,NVS010,NVS010,,,,,,Automatic,Children
G432,NVS010,NVS010,,,,,,Automatic,Cousins
G430,NVS010,NVS010,,,,,,Automatic,Children
G442,NVS010,NVS010,,,,,,Automatic,Children
G443,NVS010,NVS010,,,,,,Automatic,Children
F03,NVS011,NVS011,,,,,,Automatic,Children
F059,NVS011,NVS011,,,,,,Automatic,Parents
F028,NVS011,NVS011,,,,,,Automatic,Children
F019,NVS011,NVS011,,,,,,Automatic,Cousins
F024,NVS011,NVS011,,,,,,Automatic,Cousins
F051,NVS011,NVS011,,,,,,Automatic,Parents
F009,NVS011,NVS011,,,,,,Semi-automatic,Distant
F078,NVS011,NVS011,,,,,,Automatic,Children
F013,NVS011,NVS011,,,,,,Automatic,Cousins
F023,NVS011,NVS011,,,,,,Automatic,Cousins
F002,NVS011,NVS011,,,,,,Semi-automatic,Distant
F018,NVS011,NVS011,,,,,,Automatic,Cousins
F058,NVS011,NVS011,,,,,,Automatic,Parents
F020,NVS011,NVS011,,,,,,Automatic,Cousins
F021,NVS011,NVS011,,,,,,Automatic,Cousins
G300,NVS011,NVS011,,,,,,Direct,
G301,NVS011,NVS011,,,,,,Direct,
G308,NVS011,NVS011,,,,,,Direct,
G3080,NVS011,NVS011,,,,,,Automatic,Parents
G3081,NVS011,NVS011,,,,,,Automatic,Parents
G3082,NVS011,NVS011,,,,,,Automatic,Parents
G309,NVS011,NVS011,,,,,,Direct,
F010,NVS011,NVS011,,,,,,Automatic,Cousins
F011,NVS011,NVS011,,,,,,Automatic,Cousins
F012,NVS011,NVS011,,,,,,Automatic,Cousins
F000,NVS011,NVS011,,,,,,Semi-automatic,Distant
F001,NVS011,NVS011,,,,,,Semi-automatic,Distant
F050,NVS011,NVS011,,,,,,Automatic,Parents
G3088,NVS011,NVS011,,,,,,Automatic,Parents
F04,NVS011,NVS011,,,,,,Direct,
G319,NVS011,NVS006,NVS011,,,,,Direct,
G310,NVS011,NVS011,,,,,,Automatic,Children
G3101,NVS011,NVS011,,,,,,Direct,
G3102,NVS011,NVS011,,,,,,Automatic,Siblings
G459,NVS012,NVS012,,,,,,Direct,
G453,NVS012,NVS012,,,,,,Direct,
G451,NVS012,NVS012,,,,,,Direct,
G454,NVS012,NVS012,,,,,,Direct,
G450,NVS012,NVS012,,,,,,Direct,
G458,NVS012,NVS012,,,,,,Direct,
R4029,NVS013,NVS013,,,,,,Automatic,Siblings
G931,NVS013,NVS013,,,,,,Direct,
R400,NVS013,NVS013,,,,,,Direct,
R401,NVS013,NVS013,,,,,,Direct,
R4020,NVS013,NVS013,,,,,,Direct,
G061,NVS014,NVS014,,,,,,Direct,
G060,NVS014,NVS014,,,,,,Direct,
G062,NVS014,NVS014,,,,,,Direct,
G07,NVS014,NVS014,,,,,,Direct,
G610,NVS015,NVS015,,,,,,Direct,
G628,NVS015,NVS015,,,,,,Automatic,Children
G600,NVS015,NVS015,,,,,,Direct,
G603,NVS015,NVS015,,,,,,Direct,
G629,NVS015,NVS015,,,,,,Direct,
G608,NVS015,NVS015,,,,,,Direct,
G632,NVS015,NVS015,,,,,,Automatic,Parents
G621,NVS015,MBD017,NVS015,,,,,Direct,
G618,NVS015,NVS015,,,,,,Automatic,Children
G619,NVS015,NVS015,,,,,,Direct,
G636,NVS015,NVS015,,,,,,Automatic,Parents
G635,NVS015,NVS015,,,,,,Automatic,Parents
G631,NVS015,NVS015,,,,,,Automatic,Parents
G634,NVS015,NVS015,,,,,,Automatic,Parents
G630,NVS015,NVS015,,,,,,Automatic,Parents
G633,NVS015,NVS015,,,,,,Automatic,Parents
G4730,NVS016,NVS016,,,,,,Direct,
G4738,NVS016,NVS016,,,,,,Automatic,Siblings
G4731,NVS016,NVS016,,,,,,Direct,
G478,NVS016,NVS016,,,,,,Direct,
G474,NVS016,NVS016,,,,,,Automatic,Children
G470,NVS016,NVS016,,,,,,Automatic,Children
G550,NVS017,NVS017,,,,,,Automatic,Parents
G510,NVS017,NVS017,,,,,,Direct,
G548,NVS017,NVS017,,,,,,Direct,
G551,NVS017,NVS017,,,,,,Automatic,Parents
G500,NVS017,NVS017,,,,,,Direct,
G530,NVS017,NVS017,,,,,,Automatic,Parents
G540,NVS017,NVS017,,,,,,Direct,
G549,NVS017,NVS017,,,,,,Direct,
G541,NVS017,NVS017,,,,,,Direct,
G544,NVS017,NVS017,,,,,,Direct,
G542,NVS017,NVS017,,,,,,Direct,
G590,NVS017,NVS017,,,,,,Automatic,Parents
G546,NVS017,NVS017,,,,,,Direct,
G547,NVS017,NVS017,,,,,,Direct,
G513,NVS017,NVS017,,,,,,Direct,
G518,NVS017,NVS017,,,,,,Direct,
G588,NVS017,NVS017,,,,,,Direct,
G532,NVS017,NVS017,,,,,,Automatic,Parents
G533,NVS017,NVS017,,,,,,Automatic,Parents
G523,NVS017,NVS017,,,,,,Direct,
G598,NVS017,NVS017,,,,,,Automatic,Parents
G528,NVS017,NVS017,,,,,,Direct,
G508,NVS017,NVS017,,,,,,Direct,
G527,NVS017,NVS017,,,,,,Direct,
G553,NVS017,NVS017,,,,,,Automatic,Parents
G529,NVS017,NVS017,,,,,,Direct,
G589,NVS017,NVS017,,,,,,Direct,
G552,NVS017,NVS017,,,,,,Automatic,Parents
G562,NVS017,NVS017,,,,,,Automatic,Children
G563,NVS017,NVS017,,,,,,Automatic,Children
G519,NVS017,NVS017,,,,,,Direct,
G509,NVS017,NVS017,,,,,,Direct,
G568,NVS017,NVS017,,,,,,Automatic,Children
G573,NVS017,NVS017,,,,,,Automatic,Children
G531,NVS017,NVS017,,,,,,Automatic,Parents
G587,NVS017,NVS017,,,,,,Direct,
G570,NVS017,NVS017,,,,,,Automatic,Children
G558,NVS017,NVS017,,,,,,Automatic,Parents
G560,NVS017,NVS017,,,,,,Automatic,Children
G578,NVS017,NVS017,,,,,,Automatic,Children
G579,NVS017,NVS017,,,,,,Automatic,Children
G571,NVS017,NVS017,,,,,,Automatic,Children
G572,NVS017,NVS017,,,,,,Automatic,Children
G561,NVS017,NVS017,,,,,,Automatic,Children
G700,NVS018,NVS018,,,,,,Automatic,Children
G730,NVS018,NVS018,,,,,,Automatic,Siblings
G729,NVS018,NVS018,,,,,,Direct,
G711,NVS018,NVS018,,,,,,Automatic,Children
G713,NVS018,NVS018,,,,,,Direct,
G735,NVS018,NVS018,,,,,,Automatic,Siblings
G732,NVS018,NVS018,,,,,,Automatic,Siblings
G718,NVS018,NVS018,,,,,,Direct,
G734,NVS018,NVS018,,,,,,Automatic,Siblings
G736,NVS018,NVS018,,,,,,Automatic,Siblings
G737,NVS018,NVS018,,,,,,Direct,
G728,NVS018,NVS018,,,,,,Automatic,Children
G709,NVS018,NVS018,,,,,,Direct,
G710,NVS018,NVS018,,,,,,Direct,
G719,NVS018,NVS018,,,,,,Direct,
G721,NVS018,NVS018,,,,,,Direct,
G724,NVS018,NVS018,,,,,,Automatic,Children
G723,NVS018,NVS018,,,,,,Direct,
G708,NVS018,NVS018,,,,,,Automatic,Children
G902,NVS019,NVS019,,,,,,Direct,
G941,NVS020,NVS020,,,,,,Automatic,Parents
G943,NVS020,NVS020,,,,,,Automatic,Parents
G932,NVS020,NVS020,,,,,,Direct,
G912,NVS020,NVS020,,,,,,Direct,
G939,NVS020,NVS020,,,,,,Direct,
G08,NVS020,NVS020,,,,,,Direct,
G379,NVS020,NVS020,,,,,,Direct,
G934,NVS020,NVS020,,,,,,Automatic,Children
G130,NVS020,NVS020,,,,,,Direct,
G9380,NVS020,NVS020,,,,,,Automatic,Siblings
G373,NVS020,NVS020,,,,,,Direct,
G913,NVS020,NVS020,,,,,,Direct,
G98,NVS020,NVS020,,,,,,Automatic,Children
G936,NVS020,NVS020,,,,,,Direct,
G9381,NVS020,NVS020,,,,,,Direct,
G9388,NVS020,NVS020,,,,,,Automatic,Siblings
G918,NVS020,NVS020,,,,,,Direct,
G911,NVS020,NVS020,,,,,,Direct,
G950,NVS020,NVS020,,,,,,Direct,
G961,NVS020,NVS020,,,,,,Automatic,Children
G919,NVS020,NVS020,,,,,,Direct,
G933,NVS020,NVS020,SYM007,,,,,Direct,
G948,NVS020,NVS020,,,,,,Automatic,Parents
G9609,NVS020,NVS020,,,,,,Automatic,Parents
G951,NVS020,NVS020,,,,,,Automatic,Children
G464,NVS020,CIR024,NVS020,,,,,Direct,
G92,NVS020,INJ030,NVS020,,,,,Direct,
G935,NVS020,NVS020,,,,,,Direct,
G959,NVS020,NVS020,,,,,,Direct,
G9608,NVS020,NVS020,,,,,,Automatic,Parents
G360,NVS020,NVS020,,,,,,Direct,
G968,NVS020,NVS020,,,,,,Direct,
G138,NVS020,NVS020,,,,,,Direct,
G930,NVS020,NVS020,,,,,,Direct,
G468,NVS020,CIR024,NVS020,,,,,Direct,
G958,NVS020,NVS020,,,,,,Automatic,Children
G9602,NVS020,NVS020,,,,,,Automatic,Parents
G908,NVS020,NVS020,,,,,,Direct,
G909,NVS020,NVS020,,,,,,Direct,
G460,NVS020,CIR024,NVS020,,,,,Direct,
G463,NVS020,CIR024,NVS020,,,,,Direct,
G467,NVS020,CIR024,NVS020,,,,,Direct,
G9600,NVS020,NVS020,,,,,,Automatic,Parents
G969,NVS020,NVS020,,,,,,Direct,
G378,NVS020,NVS020,,,,,,Direct,
G910,NVS020,NVS020,,,,,,Direct,
G952,NVS020,NVS020,,,,,,Automatic,Children
G369,NVS020,NVS020,,,,,,Direct,
G374,NVS020,NVS020,,,,,,Direct,
G465,NVS020,CIR024,NVS020,,,,,Direct,
G368,NVS020,NVS020,,,,,,Direct,
G372,NVS020,NVS020,,,,,,Direct,
G370,NVS020,NVS020,,,,,,Direct,
G371,NVS020,NVS020,,,,,,Direct,
G998,NVS020,NVS020,,,,,,Direct,
G971,NVS021,NVS021,,,,,,Direct,
G972,NVS021,NVS021,,,,,,Direct,
G970,NVS021,NVS021,,,,,,Direct,
G978,NVS021,NVS021,,,,,,Automatic,Children
G979,NVS021,NVS021,,,,,,Automatic,Siblings
O035,PRG003,PRG003,,,,,,Direct,
O0822,PRG003,PRG003,,,,,,Manual,Parents
O039,PRG003,PRG003,,,,,,Direct,
O0812,PRG003,PRG003,,,,,,Manual,Parents
O033,PRG003,PRG003,,,,,,Automatic,Children
O046,PRG004,PRG004,,,,,,Direct,
O049,PRG004,PRG004,,,,,,Automatic,Siblings
O041,PRG004,PRG004,,,,,,Automatic,Siblings
O0833,PRG004,PRG004,SYM003,,,,,Manual,Parents
O0803,PRG004,GEN004,PRG004,,,,,Manual,Parents
O043,PRG004,PRG004,,,,,,Automatic,Siblings
O040,PRG004,PRG004,,,,,,Automatic,Siblings
O001,PRG005,PRG005,,,,,,Direct,
O008,PRG005,PRG005,,,,,,Direct,
O021,PRG006,PRG006,,,,,,Direct,
O019,PRG006,PRG006,,,,,,Direct,
O0811,PRG007,PRG007,,,,,,Automatic,Parents
O42011,PRG011,PRG011,,,,,,Direct,
O34303,PRG011,PRG011,,,,,,Automatic,Parents
O60101,PRG011,PRG011,,,,,,Automatic,Cousins
O60301,PRG011,PRG011,,,,,,Automatic,Cousins
O42903,PRG011,PRG011,,,,,,Automatic,Parents
O42111,PRG011,PRG011,,,,,,Direct,
O35803,PRG013,PRG013,,,,,,Automatic,Cousins
O37031,PRG013,PRG013,,,,,,Semi-automatic,Distant
O36631,PRG013,PRG013,,,,,,Semi-automatic,Distant
O41131,PRG014,PRG014,PRG021,,,,,Semi-automatic,Distant
O34201,PRG017,PRG017,PRG016,,,,,Semi-automatic,Distant
O43201,PRG018,PRG018,,,,,,Automatic,Cousins
O44101,PRG018,PRG009,PRG018,,,,,Automatic,Parents
O43101,PRG018,PRG018,,,,,,Direct,
O24503,PRG019,PRG019,,,,,,Automatic,Cousins
O24801,PRG019,PRG019,,,,,,Automatic,Cousins
O24803,PRG019,PRG019,,,,,,Automatic,Half-Siblings
O24501,PRG019,PRG019,,,,,,Automatic,Cousins
O24604,PRG019,PRG019,,,,,,Automatic,Cousins
O24504,PRG019,PRG019,,,,,,Automatic,Cousins
